month_year,totalmemory
 2020-01 ,12237942925000.0
 2020-02 ,13218623325776.0
 2020-03 ,15530867315628.0
 2020-04 ,17062124939816.0
 2020-05 ,12058282228356.0
 2020-06 ,12222256202100.0
 2020-07 ,11802303565164.0
 2020-08 ,10279580098620.0
 2020-09 ,7678114693804.0
 2020-10 ,11245289626828.0
 2020-11 ,12286348179832.0
 2020-12 ,11326255492252.0
 2021-01 ,14199825793608.0
 2021-02 ,11833319067192.0
 2021-03 ,12634110865500.0
 2021-04 ,13250755696844.0
 2021-05 ,12688386111604.0
