month_year,totalmemory
 2020-01 ,855722775052.0
 2020-02 ,1357530628828.0
 2020-03 ,1100233814696.0
 2020-04 ,1421159149268.0
 2020-05 ,1128704451440.0
 2020-06 ,598324820148.0
 2020-07 ,913588112556.0
 2020-08 ,645096255380.0
 2020-09 ,512814091064.0
 2020-10 ,626761044684.0
 2020-11 ,951387227908.0
 2020-12 ,913641655284.0
 2021-01 ,748958272932.0
 2021-02 ,801684086680.0
 2021-03 ,897023551912.0
 2021-04 ,711348324456.0
 2021-05 ,773356078084.0
