month_year,totalmemory
 2020-03 ,336779369504.0
 2020-04 ,377344285980.0
 2020-05 ,442523182716.0
 2020-06 ,252782064512.0
 2020-07 ,317618002248.0
 2020-08 ,227914922360.0
 2020-09 ,178852659888.0
 2020-10 ,289028708772.0
 2020-11 ,338984328252.0
 2020-12 ,304879165716.0
 2021-01 ,268019531184.0
 2021-02 ,310799576156.0
 2021-03 ,382701252076.0
 2021-04 ,357333174444.0
 2021-05 ,374416242984.0
