month_year,totalmemory
 2020-01 ,811626940052.0
 2020-02 ,648110422312.0
 2020-03 ,890344056356.0
 2020-04 ,841865237096.0
 2020-05 ,815259747540.0
 2020-06 ,408569493732.0
 2020-07 ,561077250524.0
 2020-08 ,709141133320.0
 2020-09 ,409358474088.0
 2020-10 ,602896631348.0
 2020-11 ,917963880740.0
 2020-12 ,688283601884.0
 2021-01 ,679606779980.0
 2021-02 ,431218109324.0
 2021-03 ,26193671472.0
 2021-04 ,28877292380.0
 2021-05 ,10955819256.0
