month_year,totalmemory
 2020-01 ,584841137992.0
 2020-02 ,888610745928.0
 2020-03 ,687885078904.0
 2020-04 ,725016035164.0
 2020-05 ,622011925000.0
 2020-06 ,553050528528.0
 2020-07 ,565808904472.0
 2020-08 ,1353033120980.0
 2020-09 ,656180454728.0
 2020-10 ,593677372824.0
 2020-11 ,704576409224.0
 2020-12 ,589735089112.0
 2021-01 ,656012401324.0
 2021-02 ,1193165056332.0
 2021-03 ,562144861760.0
 2021-04 ,51212610208.0
 2021-05 ,36249804996.0
