month_year,totalmemory
 2020-01 ,419820864712.0
 2020-02 ,552687243624.0
 2020-03 ,834632864240.0
 2020-04 ,822901556624.0
 2020-05 ,752118564456.0
 2020-06 ,737882881848.0
 2020-07 ,783094355316.0
 2020-08 ,748233039804.0
 2020-09 ,780174391708.0
 2020-10 ,794134287884.0
 2020-11 ,1015294088180.0
 2020-12 ,901614526392.0
 2021-01 ,823794430032.0
 2021-02 ,838301606576.0
 2021-03 ,1206029722824.0
 2021-04 ,1205752828368.0
 2021-05 ,1212646076040.0
