month_year,totalmemory
 2020-01 ,1213196615984.0
 2020-02 ,1271984713696.0
 2020-03 ,1313900882684.0
 2020-04 ,1099311063120.0
 2020-05 ,998079525072.0
 2020-06 ,643769202384.0
 2020-07 ,797198226048.0
 2020-08 ,942958072392.0
 2020-09 ,958761443592.0
 2020-10 ,1010403148024.0
 2020-11 ,1090896993560.0
 2020-12 ,1261351205256.0
 2021-01 ,982231376604.0
 2021-02 ,661767073044.0
 2021-03 ,1075736924668.0
 2021-04 ,1065492794904.0
 2021-05 ,875978024964.0
