history_id,create_time,tool_id,job_memory_gb,cpu_count,system_runtime_sec,real_runtime_sec
52,2021-08-13 03:59:33.222251,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,8.0,4,156,39
52,2021-08-13 03:59:33.170617,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.17.4,8.0,4,1704,426
52,2021-08-13 03:59:33.118187,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,8.0,4,832,208
52,2021-08-13 03:59:33.065328,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,8.0,4,712,178
51,2021-08-13 03:59:31.976058,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,8.0,4,232,58
51,2021-08-13 03:59:31.92339,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,8.0,4,1532,383
51,2021-08-13 03:59:31.870159,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.17.4,8.0,4,14476,3619
51,2021-08-13 03:59:31.818041,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,8.0,4,1884,471
51,2021-08-13 03:59:31.766545,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,8.0,4,5072,1268
50,2021-08-13 03:59:31.685014,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,8.0,4,216,54
50,2021-08-13 03:59:31.634871,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,8.0,4,828,207
50,2021-08-13 03:59:31.582424,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.17.4,8.0,4,7940,1985
50,2021-08-13 03:59:31.530576,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,8.0,4,1636,409
50,2021-08-13 03:59:31.471075,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,8.0,4,3920,980
49,2021-08-13 02:49:23.921687,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,8.0,4,64,16
49,2021-08-13 02:49:23.86875,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,8.0,4,1668,417
49,2021-08-13 02:49:23.803067,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,8.0,4,1444,361
49,2021-08-13 02:49:23.750723,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,8.0,4,936,234
49,2021-08-13 02:49:23.692964,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,8.0,4,340,85
48,2021-08-13 02:49:22.591489,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,8.0,4,24,6
48,2021-08-13 02:49:22.535063,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,8.0,4,1284,321
48,2021-08-13 02:49:22.461342,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,8.0,4,352,88
48,2021-08-13 02:49:22.39043,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,8.0,4,984,246
48,2021-08-13 02:49:22.332386,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,8.0,4,2492,623
48,2021-08-13 02:49:22.267359,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.1.5,2.0,1,610,610
47,2021-08-13 02:49:22.175556,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,8.0,4,20,5
47,2021-08-13 02:49:22.122395,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,8.0,4,1288,322
47,2021-08-13 02:49:22.052842,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,8.0,4,344,86
47,2021-08-13 02:49:21.987022,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,8.0,4,1316,329
47,2021-08-13 02:49:21.930904,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,8.0,4,2104,526
47,2021-08-13 02:49:21.863579,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.1.5,2.0,1,632,632
46,2021-08-13 02:49:20.756568,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,8.0,4,40,10
46,2021-08-13 02:49:20.697811,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,8.0,4,1516,379
46,2021-08-13 02:49:20.619749,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,8.0,4,348,87
46,2021-08-13 02:49:20.546507,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,8.0,4,1492,373
46,2021-08-13 02:49:20.482194,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,8.0,4,2556,639
46,2021-08-13 02:49:20.393285,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.1.5,2.0,1,1033,1033
45,2021-08-13 01:24:06.177862,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,28.0,9,144,16
45,2021-08-13 01:24:06.122312,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,28.0,9,3069,341
45,2021-08-13 01:24:06.037585,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,28.0,9,1476,164
45,2021-08-13 01:24:05.958208,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,28.0,9,1863,207
45,2021-08-13 01:24:05.896564,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,28.0,9,4770,530
44,2021-08-13 01:24:04.790575,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,28.0,9,45,5
44,2021-08-13 01:24:04.734209,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,28.0,9,2682,298
44,2021-08-13 01:24:04.656453,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,28.0,9,4698,522
44,2021-08-13 01:24:04.583345,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,28.0,9,1035,115
44,2021-08-13 01:24:04.378225,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,28.0,9,2511,279
44,2021-08-13 01:24:04.31164,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.1.5,2.0,1,611,611
43,2021-08-13 01:24:04.218493,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,28.0,9,54,6
43,2021-08-13 01:24:04.161279,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.5.1+galaxy0,28.0,9,2565,285
43,2021-08-13 01:24:04.087946,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.2+galaxy0,28.0,9,4716,524
43,2021-08-13 01:24:04.019624,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,28.0,9,1566,174
