tool_name_version,Unnamed: 0,month_year,num_users
fasterq_dump/2.10.7+galaxy0,7610, 2020-06 ,131.0
fasterq_dump/2.10.7+galaxy0,10152, 2020-07 ,2.0
fasterq_dump/2.10.7+galaxy0,11639, 2020-08 ,1.0
fasterq_dump/2.10.7+galaxy0,12979, 2020-09 ,1.0
fasterq_dump/2.10.7+galaxy0,14314, 2020-10 ,2.0
fasterq_dump/2.10.7+galaxy0,15489, 2020-11 ,3.0
fasterq_dump/2.10.7+galaxy0,18677, 2021-01 ,1.0
fasterq_dump/2.10.7+galaxy0,19806, 2021-02 ,2.0
fasterq_dump/2.10.7+galaxy0,23088, 2021-04 ,0.0
