tool_name_version,Unnamed: 0,month_year,avg_memory
hisat2/2.1.0+galaxy7,18913, 2021-02 ,100185703.16919409
hisat2/2.1.0+galaxy7,20361, 2021-03 ,88197114.96721311
hisat2/2.1.0+galaxy7,21739, 2021-04 ,85395440.8574988
hisat2/2.1.0+galaxy7,22881, 2021-05 ,89495849.39590815
