tool_name_version,Unnamed: 0,month_year,total_cpu_time
hisat2/2.1.0+galaxy7,17659, 2021-02 ,  250936462580700258426.00000000000000
hisat2/2.1.0+galaxy7,18992, 2021-03 ,  787013794836126383196.00000000000000
hisat2/2.1.0+galaxy7,20400, 2021-04 ,  290438567526701027492.00000000000000
hisat2/2.1.0+galaxy7,21746, 2021-05 ,  365139519631596065300.00000000000000
