tool_name_version,Unnamed: 0,month_year,avg_cpu_time
hisat2/2.1.0+galaxy7,17739, 2021-02 ,4.643531876030722e+16
hisat2/2.1.0+galaxy7,19083, 2021-03 ,6.58258443322287e+16
hisat2/2.1.0+galaxy7,20512, 2021-04 ,2.783311619805472e+16
hisat2/2.1.0+galaxy7,21844, 2021-05 ,3.049691135317765e+16
