tool_name_version,Unnamed: 0,month_year,avg_memory
featurecounts/2.0.1,18873, 2021-02 ,104023328.2271312
featurecounts/2.0.1,20351, 2021-03 ,89276086.5452165
featurecounts/2.0.1,21736, 2021-04 ,86266810.49916743
featurecounts/2.0.1,22864, 2021-05 ,90742376.5748287
