tool_name_version,Unnamed: 0,month_year,avg_cpu_time
fasterq_dump/2.10.7+galaxy0,7335, 2020-06 ,2572735871188581.0
fasterq_dump/2.10.7+galaxy0,8962, 2020-07 ,185712488374416.47
fasterq_dump/2.10.7+galaxy0,10512, 2020-08 ,42496611842106.6
fasterq_dump/2.10.7+galaxy0,11761, 2020-09 ,30240152562580.637
fasterq_dump/2.10.7+galaxy0,12812, 2020-10 ,575111795419737.0
fasterq_dump/2.10.7+galaxy0,14817, 2020-11 ,72698379418.48097
fasterq_dump/2.10.7+galaxy0,17436, 2021-01 ,53251898322.5
fasterq_dump/2.10.7+galaxy0,18469, 2021-02 ,656241277514.1875
