tool_name_version,Unnamed: 0,month_year,totalmemory
hisat2/2.1.0+galaxy7,17794, 2021-02 ,587989891900.0
hisat2/2.1.0+galaxy7,19137, 2021-03 ,1054484706548.0
hisat2/2.1.0+galaxy7,20537, 2021-04 ,891101425348.0
hisat2/2.1.0+galaxy7,21894, 2021-05 ,1071712796516.0
