tool_name_version,Unnamed: 0,month_year,total_cpu_time
fasterq_dump/2.10.7+galaxy0,7185, 2020-06 ,   33980695386658782850.00000000000000
fasterq_dump/2.10.7+galaxy0,8736, 2020-07 ,    2558003814869213019.00000000000000
fasterq_dump/2.10.7+galaxy0,10172, 2020-08 ,    2777408563552718823.00000000000000
fasterq_dump/2.10.7+galaxy0,11459, 2020-09 ,     778593208028763544.00000000000000
fasterq_dump/2.10.7+galaxy0,12649, 2020-10 ,    1844958639706516248.00000000000000
fasterq_dump/2.10.7+galaxy0,14474, 2020-11 ,         68772666929883.00000000000000
fasterq_dump/2.10.7+galaxy0,17527, 2021-01 ,           106503796645.00000000000000
fasterq_dump/2.10.7+galaxy0,18406, 2021-02 ,         31499581320681.00000000000000
