tool_name_version,Unnamed: 0,month_year,num_jobs
fasterq_dump/2.10.7+galaxy0,7559, 2020-06 ,13321.0
fasterq_dump/2.10.7+galaxy0,9135, 2020-07 ,13774.0
fasterq_dump/2.10.7+galaxy0,10683, 2020-08 ,65358.0
fasterq_dump/2.10.7+galaxy0,12012, 2020-09 ,25747.0
fasterq_dump/2.10.7+galaxy0,13337, 2020-10 ,3210.0
fasterq_dump/2.10.7+galaxy0,14794, 2020-11 ,948.0
fasterq_dump/2.10.7+galaxy0,18614, 2021-01 ,2.0
fasterq_dump/2.10.7+galaxy0,19296, 2021-02 ,49.0
fasterq_dump/2.10.7+galaxy0,23063, 2021-04 ,1.0
