tool_name_version,Unnamed: 0,month_year,num_jobs
hisat2/2.1.0+galaxy7,18802, 2021-02 ,6283.0
hisat2/2.1.0+galaxy7,20212, 2021-03 ,13740.0
hisat2/2.1.0+galaxy7,21682, 2021-04 ,11804.0
hisat2/2.1.0+galaxy7,23111, 2021-05 ,13498.0
