Run,Cloud,Job Conf,Workflow,History,Server,Tool,Tool Version,State,Slots,Memory,Runtime (Sec),CPU,Memory Limit (Bytes),Memory Max usage (Bytes),Memory Soft Limit
0,e2,8x16,6891a40878670c62,579102256baf50ea,http://34.138.22.88:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,105.0000000,191868110707.0000000,9999998976.0000000,9338294272.0000000,9223372036854771712.0000000
0,n1,16x32,9a97e21eece60c70,1ddf2c69353cf6a4,http://35.231.186.105:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,450.0000000,901943313771.0000000,9999998976.0000000,7345967104.0000000,9223372036854771712.0000000
1,c2,default,fd2664cbb575fdf5,7e899c7ccc67d55c,http://34.73.40.159:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,319.0000000,635165878115.0000000,9999998976.0000000,7751811072.0000000,9223372036854771712.0000000
1,n1,4x8,91d4a3e115d9cda2,672690a385b83e39,http://35.231.186.105:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,425.0000000,851673571481.0000000,9999998976.0000000,7609946112.0000000,9223372036854771712.0000000
1,e2,8x16,6891a40878670c62,99259a3f5197e938,http://34.138.22.88:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,106.0000000,197368933823.0000000,9999998976.0000000,8995917824.0000000,9223372036854771712.0000000
0,e2,16x32,2138d9e23370493f,9426eadb72701541,http://34.138.22.88:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,412.0000000,799683547924.0000000,9999998976.0000000,7350714368.0000000,9223372036854771712.0000000
0,n2,8x16,5e16d22a8a32baa9,12c3019192244338,http://34.75.249.162:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,31.0000000,43287535153.0000000,4999999488.0000000,16412672.0000000,9223372036854771712.0000000
1,n2,8x16,5e16d22a8a32baa9,6282b6c085419a78,http://34.75.249.162:8000/galaxy/,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,71.0000000,141237629922.0000000,9999998976.0000000,8228868096.0000000,9223372036854771712.0000000
0,n1,default,95a587c8ab73103e,011989b9446cfc56,http://35.231.186.105:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,46.0000000,69811531092.0000000,4999999488.0000000,16941056.0000000,9223372036854771712.0000000
0,c2,16x32,4563a60c7ce8a92f,62eef8c4fba7155d,http://34.73.40.159:8000/galaxy/,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,318.0000000,635996640455.0000000,9999998976.0000000,7276445696.0000000,9223372036854771712.0000000
0,e2,default,f3571de78c266585,859ae213ae73bac7,http://34.138.22.88:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,683.0000000,1054074163334.0000000,16000000000.0000000,7857537024.0000000,9223372036854771712.0000000
0,e2,8x16,6891a40878670c62,579102256baf50ea,http://34.138.22.88:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,278.0000000,1062301891590.0000000,16000000000.0000000,9800323072.0000000,9223372036854771712.0000000
1,n2,4x8,8cd9256b535acf7f,4a1ebc34e1cd6d4c,http://34.75.249.162:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,32.0000000,44796211905.0000000,4999999488.0000000,16392192.0000000,9223372036854771712.0000000
1,c2,8x16,a53cc1dd7d2490b0,7eaff4edbfdd89ac,http://34.73.40.159:8000/galaxy/,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,188.0000000,741096353385.0000000,16000000000.0000000,11436933120.0000000,9223372036854771712.0000000
0,e2,16x32,2138d9e23370493f,9426eadb72701541,http://34.138.22.88:8000/galaxy/,stringtie,2.1.1,ok,1.0000000,2000.0000000,43.0000000,56399138051.0000000,4999999488.0000000,16916480.0000000,9223372036854771712.0000000
