month_year,avg_cpu_time
 2020-03 ,76057240235499.05
 2020-04 ,9748830724839532.0
 2020-05 ,328468616999941.94
 2020-06 ,539207244435330.0
 2020-07 ,826438235206594.9
 2020-08 ,7.66287319764201e+16
 2020-09 ,1196622582097559.5
 2020-10 ,9487247711785772.0
 2020-11 ,3.481171956362992e+16
 2020-12 ,1.5471052257267186e+16
 2021-01 ,662685352606214.4
 2021-02 ,1.2330895879196872e+16
 2021-03 ,1.3437246384034052e+16
 2021-04 ,3139490815499560.0
 2021-05 ,509276698647777.6
