Unnamed: 0,month_year,avg_cpu_time
7335, 2020-06 ,2572735871188581.0
8962, 2020-07 ,185712488374416.47
10512, 2020-08 ,42496611842106.6
11761, 2020-09 ,30240152562580.637
12812, 2020-10 ,575111795419737.0
14817, 2020-11 ,72698379418.48097
17436, 2021-01 ,53251898322.5
18469, 2021-02 ,656241277514.1875
