Unnamed: 0,month_year,avg_memory
91, 2020-01 ,131811888.0
3309, 2020-03 ,131811886.55555557
5420, 2020-04 ,131811876.08446456
5779, 2020-05 ,131811876.0
7282, 2020-06 ,131811876.0
8734, 2020-07 ,131811876.0
10599, 2020-08 ,129370188.80460756
12420, 2020-09 ,79213056.12653805
13538, 2020-10 ,117735459.57355084
14846, 2020-11 ,118774004.24524312
16547, 2021-01 ,131811876.0
18235, 2021-02 ,131193956.88333777
