Unnamed: 0,month_year,avg_memory
8632, 2020-06 ,131809368.4397002
9947, 2020-07 ,131811876.0
10547, 2020-08 ,131811876.0
11630, 2020-09 ,131811876.0
13315, 2020-10 ,124437597.94513716
14455, 2020-11 ,131170669.192389
17768, 2021-01 ,30714936.0
19026, 2021-02 ,87581964.75
