month_year,avg_memory
 2020-01 ,131811887.82000914
 2020-02 ,131811887.84975503
 2020-03 ,131811886.26260942
 2020-04 ,131811878.16788916
 2020-05 ,131811876.0
 2020-06 ,131811876.0
 2020-07 ,131811876.0
 2020-08 ,116980131.94608603
 2020-09 ,95044982.89612553
 2020-10 ,122805878.23457792
 2020-11 ,123285420.90052712
 2020-12 ,125291646.29716048
 2021-01 ,119077132.6497854
 2021-02 ,122055391.40190569
 2021-03 ,117538793.68133631
 2021-04 ,118588141.64201416
 2021-05 ,102419011.1758794
