month_year,avg_memory
 2020-03 ,131811886.30293542
 2020-04 ,131800309.45860983
 2020-05 ,131781769.71888028
 2020-06 ,131794611.32012512
 2020-07 ,131518841.510559
 2020-08 ,109838516.8
 2020-09 ,108002813.942029
 2020-10 ,104796486.13923132
 2020-11 ,104657094.24266748
 2020-12 ,110704126.98474948
 2021-01 ,101139445.72981133
 2021-02 ,103393072.57351965
 2021-03 ,104420532.6264666
 2021-04 ,103634911.38167052
 2021-05 ,104790440.2418136
