month_year,avg_memory
 2020-01 ,105376781.62018016
 2020-02 ,97264748.89754815
 2020-03 ,97241317.34577323
 2020-04 ,81107062.88891377
 2020-05 ,84455115.4107264
 2020-06 ,75398845.06175868
 2020-07 ,67438486.82622169
 2020-08 ,90710185.101904
 2020-09 ,71541698.07326646
 2020-10 ,74997141.58969176
 2020-11 ,77019721.16571929
 2020-12 ,76918623.85704969
 2021-01 ,83092134.42989233
 2021-02 ,101528680.76344451
 2021-03 ,86324456.65847667
 2021-04 ,79153957.04482226
 2021-05 ,88414158.52682929
