month_year,avg_memory
 2020-01 ,131811887.7159581
 2020-02 ,131811887.44810176
 2020-03 ,131811886.27003714
 2020-04 ,131747394.9446556
 2020-05 ,131796409.55628212
 2020-06 ,131789607.96211454
 2020-07 ,131811876.0
 2020-08 ,104031003.93162392
 2020-09 ,105235807.72911964
 2020-10 ,98718072.87509844
 2020-11 ,104513591.99252994
 2020-12 ,112185861.40520628
 2021-01 ,80481224.25660864
 2021-02 ,96658317.66095972
 2021-03 ,87548658.19949248
 2021-04 ,85109873.7085427
 2021-05 ,88242363.99863075
