month_year,avg_memory
 2020-01 ,131811887.87309864
 2020-02 ,131811887.42963731
 2020-03 ,131811886.30457464
 2020-04 ,131811878.07194243
 2020-05 ,131811876.0
 2020-06 ,131811876.0
 2020-07 ,131811876.0
 2020-08 ,118910223.50466584
 2020-09 ,109937099.36842103
 2020-10 ,113426487.2052088
 2020-11 ,121022519.80918571
 2020-12 ,124234335.1970846
 2021-01 ,121173374.85862324
 2021-02 ,118766524.2361809
 2021-03 ,115175259.60042828
 2021-04 ,114495249.82849774
 2021-05 ,102766075.19521353
