month_year,avg_memory
 2020-01 ,131811887.85165074
 2020-02 ,131811887.6784212
 2020-03 ,131811886.45576642
 2020-04 ,131811877.65280506
 2020-05 ,131811876.0
 2020-06 ,131811876.0
 2020-07 ,131811876.0
 2020-08 ,118933873.30994864
 2020-09 ,94157092.53439794
 2020-10 ,121997816.90848228
 2020-11 ,121627194.77728756
 2020-12 ,122499839.59212624
 2021-01 ,118280239.17374516
 2021-02 ,117535728.31920002
 2021-03 ,115202236.31720048
 2021-04 ,114539642.09053542
 2021-05 ,100042890.14868584
