month_year,avg_memory
 2020-01 ,131811888.44960754
 2020-02 ,131811887.34176008
 2020-03 ,131811886.32975364
 2020-04 ,131811878.36360724
 2020-05 ,131811876.0
 2020-06 ,131811876.0
 2020-07 ,131811876.0
 2020-08 ,120780151.70363197
 2020-09 ,89172978.821351
 2020-10 ,121353039.10207824
 2020-11 ,123891896.0561318
 2020-12 ,124155126.19003028
 2021-01 ,122533754.2811245
 2021-02 ,120932141.74495097
 2021-03 ,117010742.48801784
 2021-04 ,119844233.01540604
 2021-05 ,103116162.92857142
